id,final_d,emp_length_int,home_ownership_cat,annual_inc,income_cat,loan_amount,term_cat,application_type_cat,purpose_cat,interest_payment_cat,loan_condition_cat,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment
6028,1102014,1,1,39996,1,5000,1,1,4,1,0,7.51,A,14.73,5598.998855,5000,0,155.56
6029,1102014,10,3,95000,1,6600,1,1,7,1,0,7.51,A,27.74,7406.318256999999,6600,0,205.34
6030,1102014,0.5,2,19200,1,2400,1,1,6,1,0,9.91,B,19.94,2783.0702920000003,2400,0,77.34
6031,1042013,3,1,33198,1,7000,1,1,6,2,1,14.27,C,4.66,4535.79,3122.4,222.09,240.17
6032,1102012,5,3,65004,1,12500,1,1,6,1,0,6.03,A,12.48,13146.87,12500,0,380.45
6033,1102014,3,3,38769,1,2400,1,1,6,1,0,8.9,A,9.19,2742.408407,2400,0,76.21
6034,1052013,5,3,89204,1,18000,1,1,1,1,0,7.9,A,11.1,19730.94,18000,0,563.23
6035,1102014,10,3,300000,3,12000,1,1,6,2,0,16.29,D,17.36,15248.33772,12000,0,423.61
6036,1032014,2,1,125000,2,3000,1,1,1,2,0,14.65,C,18.84,3689.82985,3000,0,103.49
6037,1112011,5,3,82000,1,1000,1,1,9,2,0,14.27,C,12.26,1011.96,1000,0,34.31
6038,1102014,5,2,36000,1,4000,1,1,5,2,0,16.29,D,20.83,5081.295725,4000,0,141.21
6039,1032013,2,1,54000,1,3625,1,1,1,1,0,7.9,A,24.6,3947.41,3625,0,113.43
6040,1102014,3,1,20000,1,3600,1,1,3,1,0,11.71,B,18.48,4283.897059000001,3600,0,119.08
6041,1092014,10,3,48000,1,10950,1,1,6,1,0,7.51,A,25.1,12241.03378,10950,0,340.67
6042,1082012,6.05,3,54000,1,14400,2,1,1,2,1,20.3,E,13.13,3829.9,1511.31,0,383.92
6043,1022013,0.5,1,26400,1,10000,1,1,6,2,0,19.03,E,7.5,11708.03,10000,0,366.72
6044,1082012,1,3,140000,2,24000,2,1,7,1,1,11.71,B,16.71,11851.24,3092.23,6552.54,530.36
6045,1022014,0.5,3,48000,1,5000,1,1,3,1,0,6.03,A,4.88,5451.168772999999,5000,0,152.18
6046,1102012,10,2,38400,1,1000,1,1,6,1,0,6.62,A,7.03,1056.58,1000,0,30.71
6047,1012014,0.5,2,40000,1,2500,1,1,3,2,0,14.27,C,15.84,3041.22,2500,0,85.78
6048,1112014,5,1,26400,1,5000,1,1,3,1,0,7.9,A,4.41,5646.679849,5000,0,156.46
6049,1112012,2,1,55000,1,10000,1,1,5,1,0,12.42,B,11.91,11151.29,10000,0,334.16
6050,1052015,3,1,60000,1,10000,2,1,6,1,1,10.65,B,24.34,9274.67,6602.87,12.04,215.69
6051,1102014,6,1,185000,2,15000,1,1,3,2,0,15.27,C,7.85,18786.55042,15000,0,521.97
6052,1012016,6,3,72000,1,12000,2,1,6,2,0,14.27,C,20.63,14321.65,9613.7,0,280.91
6053,1102013,6,3,75000,1,6000,1,1,6,1,0,7.51,A,8.74,6630.68,5999.99,0,186.67
6054,1012014,0.5,1,115000,2,9000,1,1,6,2,1,14.65,C,1.37,8495.47,6134.9,397.1,310.45
6055,1022014,3,1,38400,1,5000,1,1,6,2,0,14.65,C,17.41,6148.55218,5000,0,172.48
6056,1012016,1,1,50000,1,25000,2,1,6,2,0,19.03,E,15.05,33062.39,19581.3,0,648.93
6057,1042012,2,1,67500,1,20000,2,1,6,2,0,17.27,D,11.84,21679.68,20000,0,499.96
6058,1022012,2,3,90000,1,10400,2,1,7,2,1,21.67,F,0.77,2579.08,400.19,1439.16,285.29
6059,1102013,4,1,150000,2,15000,1,1,4,1,1,12.69,B,4.73,12863.55,9346.32,801.63,503.18
6060,1082013,10,3,42000,1,3000,1,1,6,1,0,6.03,A,14.26,3240,3000,0,91.31
6061,1022012,5,3,97000,1,4000,1,1,3,1,0,6.62,A,8.67,4081.6,4000,0,122.82
6062,1042013,2,1,30000,1,2000,1,1,11,1,1,11.71,B,16.12,1185.66,908.98,0,66.16
6063,1102014,4,1,60000,1,3600,1,1,9,1,0,7.9,A,4.4,4054.1334840000004,3600,0,112.65
6064,1012016,4,2,48000,1,26375,2,1,8,1,0,10.65,B,28.32,28981.85,21455.35,0,568.87
6065,1032014,10,1,66397,1,20000,2,1,6,2,0,17.58,D,16.36,27045.179010000003,20000,0,503.32
6066,1072012,5,1,85000,1,13600,1,1,6,1,0,6.03,A,22.94,14152.03,13600,0,413.93
6067,1022013,10,3,87000,1,3000,1,1,4,1,1,7.9,A,18.03,1625.79,1243.43,127.39,93.88
6068,1062012,3,3,43000,1,8250,1,1,7,1,0,7.51,A,28.05,8626.57,8250,0,256.67
6069,1102014,1,3,70000,1,5500,1,1,7,2,0,13.49,C,1.34,6715.692391,5500,0,186.62
6070,1062013,2,1,54000,1,20000,1,1,6,1,0,9.91,B,12.04,22511.25,20000,0,644.5
6071,1032012,10,1,73000,1,34475,2,1,4,2,0,14.27,C,29.56,36114.92,34475,0,807.01
6072,1112014,5,3,100000,1,5000,1,1,7,1,0,12.69,B,20.69,6039.370816,5000,0,167.73
6073,1112014,0.5,2,25000,1,10075,2,1,3,1,0,12.42,B,25.87,13013.29291,10075,0,226.26
6074,1112011,8,3,48800,1,23325,2,1,9,2,0,17.58,D,23.48,23667.3,23325,0,586.99
6075,1092014,10,3,55000,1,32000,2,1,6,1,0,11.71,B,23.65,40434.774880000004,32000,0,707.15
6076,1112011,6,2,60000,1,14000,2,1,2,1,0,7.9,A,9.04,14092.27,14000,0,283.2
6077,1042014,10,3,122000,2,16000,1,1,6,2,0,13.49,C,23.9,19415.51969,16000,0,542.89
6078,1102014,2,2,20988,1,3600,1,1,7,1,0,11.71,B,13.95,4284.267836,3600,0,119.08
6079,1082014,9,1,60000,1,12000,1,1,12,1,0,7.9,A,4.06,13509.020540000001,12000,0,375.49
6080,1012015,0.5,1,50000,1,6400,1,1,6,1,0,9.91,B,19.99,7444.612908,6400,0,206.24
6081,1072014,8,2,35000,1,8000,1,1,6,1,0,9.91,B,14.09,9266.077664,8000,0,257.8
6082,1102014,1,1,100000,1,1000,1,1,6,1,0,11.71,B,3.28,1189.839148,1000,0,33.08
6083,1022014,2,3,65000,1,35000,2,1,4,2,0,19.91,E,14.22,48746.83,35000,0,925.54
6084,1032014,5,1,36000,1,10000,1,1,5,1,0,6.03,A,16.37,10914.29983,10000,0,304.36
6085,1012014,5,3,32000,1,3100,1,1,1,1,1,7.51,A,17.55,2721.58,2243.06,135.52,96.45
6086,1112011,9,3,60000,1,1500,1,1,4,1,0,12.42,B,19.78,1515.57,1500,0,50.13
6087,1012016,10,1,65000,1,14000,2,1,6,2,0,14.27,C,17.75,16702.57,11198.71,0,327.72
6088,1122012,0.5,1,44000,1,3400,1,1,6,2,0,13.49,C,16.09,3851.46,3400,0,115.37
6089,1122012,6.05,2,35000,1,16000,1,1,6,1,0,8.9,A,20.33,17389.98,16000,0,508.06
6090,1092014,2,1,45000,1,7000,1,1,9,1,0,7.51,A,7.55,7837.316437,7000,0,217.78
6091,1012016,1,3,340000,3,35000,2,1,1,2,0,22.35,F,3.6,49618.68,26984.69,0,973.64
6092,1012016,6,3,160000,2,14400,2,1,6,2,0,19.03,E,10.88,19888.83,12113.82,0,373.79
6093,1012013,3,3,66000,1,20000,2,1,4,2,1,19.91,E,19.65,8888.15,3323.68,957.95,528.88
6094,1122013,1,1,85000,1,12000,1,1,6,1,0,6.03,A,6.79,13039.36,12000,0,365.23
6095,1012016,10,3,82000,1,14000,2,1,1,2,0,14.27,C,18.37,16705.6,11213.92,0,327.72
6096,1072014,10,3,48000,1,2500,1,1,6,1,0,11.71,B,2.4,2970.17379,2500,0,82.69
6097,1072014,10,1,57600,1,10000,1,1,4,1,0,6.62,A,16.38,11041.80999,10000,0,307.04
6098,1082014,10,3,110000,2,20000,2,1,7,1,0,12.42,B,5.09,25460.85646,20000,0,449.15
6099,1102014,3,1,77250,1,4000,1,1,12,1,0,11.71,B,8.9,4776.327759000001,4000,0,132.31
6100,1102014,10,3,64320,1,8000,1,1,2,1,0,6.03,A,2.5,8765.176811,8000,0,243.49
6101,1102014,3,1,62500,1,18400,1,1,6,1,0,9.91,B,13.75,21343.18087,18400,0,592.94
6102,1052014,10,3,87000,1,17000,1,1,6,1,0,7.51,A,12.54,18988.209880000002,17000,0,528.89
6103,1042014,5,3,130000,2,20000,1,1,1,1,0,10.65,B,12.5,23330.85119,20000,0,651.47
6104,1102014,10,1,85000,1,1200,1,1,11,1,0,8.9,A,9.15,1371.3678320000001,1200,0,38.11
6105,1112012,3,1,15000,1,4950,1,1,6,1,0,8.9,A,14.96,5342.65,4950,0,157.18
6106,1032012,6.05,3,70632,1,1500,1,1,4,1,0,10.65,B,10.45,1556.33,1500,0,48.86
6107,1032014,9,1,60000,1,3000,1,1,6,1,0,11.71,B,3.18,3543.796187,3000,0,99.23
6108,1012016,10,3,107004,2,5700,2,1,4,2,0,18.64,E,5.47,7479.82,4474.88,0,146.74
6109,1012013,3,1,36000,1,5000,1,1,6,2,1,18.25,D,15.83,2903.47,1757.73,186.22,181.39
6110,1102012,10,1,40800,1,15000,2,1,9,2,1,14.27,C,13.84,4208.64,2211.58,0,351.13
6111,1042013,2,1,140000,2,30000,1,1,6,2,0,16.29,D,11.16,35871.83,30000,0,1059.02
6112,1102014,10,2,34500,1,2000,1,1,1,1,0,11.71,B,16.56,2380.221525,2000,0,66.16
6113,1102014,10,3,90000,1,6000,1,1,2,1,0,6.03,A,7.08,6573.666638000001,6000,0,182.62
6114,1102014,6.05,3,86244,1,8000,1,1,6,1,0,11.71,B,20.8,9522.391241,8000,0,264.61
6115,1012016,5,3,85000,1,22000,2,1,6,2,0,14.27,C,13.48,26253.57,17623.04,0,514.99
6116,1012012,10,3,70000,1,4500,1,1,6,1,0,7.9,A,23.34,4587.44,4500,0,140.81
6117,1102014,2,1,86400,1,15000,1,1,2,1,0,6.03,A,1.4,16434.74875,15000,0,456.54
6118,1052012,4,1,29361,1,6450,1,1,10,1,1,9.91,B,17.62,1638.13,1106.83,186.4,207.86
6119,1122012,5,3,66100,1,5000,1,1,6,1,0,6.03,A,20.95,5292.99,5000,0,152.18
6120,1032013,7,3,108000,2,25000,1,1,6,2,1,14.27,C,14.59,15546.72,10651.83,836.96,857.73
6121,1102012,3,1,90050,1,2400,1,1,4,2,0,13.49,C,21.44,2680.96,2400,0,81.44
6122,1102014,10,3,56000,1,12000,1,1,1,1,0,6.62,A,14.36,13262.72515,12000,0,368.45
6123,1092013,6,3,80000,1,10000,1,1,1,1,0,11.71,B,15.51,11624.29,10000,0,330.76
6124,1042014,4,3,160000,2,34000,1,1,1,1,0,9.91,B,23.61,38747.17573,34000,0,1095.65
6125,1102012,8,3,260000,3,20000,2,1,6,2,0,14.65,C,4.4,21449.33,20000,0,472.14
6126,1122015,6,1,250000,3,31700,2,1,6,2,0,20.89,F,17.62,42685.73,23869.8,0,855.64
6127,1092013,8,1,125000,2,7500,1,1,6,2,0,16.29,D,2.25,9224.52,7500,0,264.76
6128,1022014,8,3,54000,1,3800,1,1,2,1,0,8.9,A,15.82,4311.54,3800,0,120.67
6129,1102014,6,3,33000,1,8000,1,1,6,1,0,6.62,A,25.31,8841.742812,8000,0,245.63
6130,1082014,6,3,75000,1,6000,1,1,9,1,0,8.9,A,19.02,6853.643633,6000,0,190.52
6131,1102013,6,3,59000,1,6000,1,1,1,1,1,10.65,B,12.33,4685.12,3778.7,0,195.44
6132,1102014,4,1,26400,1,8875,1,1,6,1,0,6.62,A,24.32,9808.439812,8875,0,272.5
6133,1052012,5,1,30000,1,3500,1,1,6,1,0,7.9,A,16.36,3649.46,3500,0,109.52
6134,1022015,2,1,250000,3,35000,2,1,6,2,0,19.42,E,11.29,52189.50997,35000,0,916.03
6135,1022014,10,1,230000,3,35000,1,1,12,1,0,8.9,A,6.57,39644.62,35000,0,1111.37
6136,1012016,10,3,73440,1,27300,2,1,1,2,0,21.67,F,18.37,37449,20413.91,0,748.89
6137,1082013,5,3,129000,2,31200,2,1,6,1,0,12.42,B,4.03,37332.59,31200,0,700.67
6138,1102014,6.05,1,20400,1,4800,1,1,6,1,0,6.03,A,19.24,5259.020734000001,4800,0,146.1
6139,1102014,1,3,149400,2,7000,1,1,2,1,0,6.62,A,9.94,7736.236081999999,7000,0,214.93
6140,1072012,10,1,52000,1,4200,1,1,6,1,0,7.51,A,3.74,4412.49,4200,0,130.67
6141,1032014,5,1,42000,1,3000,1,1,10,1,0,12.69,B,16.54,3582.402742,3000,0,100.64
6142,1022013,10,3,62000,1,5875,1,1,4,1,0,6.03,A,11.11,6255.3,5875,0,178.81
6143,1072013,2,3,70000,1,17000,1,1,6,1,0,7.51,A,3.36,18654.64,17000,0,528.89
6144,1062013,4,2,90000,1,35000,2,1,6,1,0,11.71,B,8.31,40977,35000,0,773.44
6145,1042013,1,1,48000,1,2000,1,1,6,1,1,12.69,B,21.43,1262.46,899.81,62.58,67.09
6146,1052012,0.5,1,42480,1,18000,1,1,6,1,1,11.71,B,10.34,4686.47,3022.21,523.36,595.37
6147,1062012,0.5,3,55000,1,2000,1,1,3,1,0,8.9,A,4.12,2108.2,2000,0,63.51
6148,1072014,5,3,156000,2,7000,1,1,6,1,0,9.91,B,6.42,8106.82927,7000,0,225.58
6149,1012016,4,1,100000,1,35000,2,1,1,1,0,12.42,B,10.97,40074.75,28271.63,0,786.01
6150,1122013,3,3,100000,1,15000,2,1,7,1,0,10.65,B,8.84,17864.28,15000,0,323.53
6151,1102014,0.5,3,100000,1,15000,1,1,7,1,0,6.03,A,11.65,16434.74875,15000,0,456.54
6152,1112014,5,3,55000,1,15000,2,1,6,2,0,18.25,D,17.08,21545.61362,15000,0,382.95
6153,1052012,1,3,115000,2,22000,2,1,6,1,0,12.69,B,0.16,23566.63,22000,0,497.09
6154,1012016,10,1,40000,1,12000,2,1,6,1,0,7.9,A,21,12375.49,9882.44,0,242.75
6155,1092013,9,3,200000,2,7000,1,1,7,1,0,6.03,A,2.3,7574.97,7000,0,213.05
6156,1102014,7,3,55000,1,22000,1,1,6,1,0,7.51,A,16.15,24635.97164,22000,0,684.44
6157,1072014,1,1,14400,1,1875,1,1,1,2,0,13.49,C,18.83,2299.791373,1875,0,63.62
6158,1052012,2,3,170000,2,12000,1,1,4,2,1,15.27,C,17.91,3497.51,1923.56,578.86,417.58
6159,1082014,5,3,74000,1,10000,1,1,8,1,0,6.62,A,17.79,11046.86755,10000,0,307.04
6160,1012016,5,1,30720,1,15500,2,1,6,2,0,13.49,C,22.46,18181.66,12462.19,0,356.58
6161,1082014,9,3,38000,1,16300,2,1,6,2,1,20.3,E,19.93,14775.72,7206.05,29.12,434.58
6162,1102014,7,3,33000,1,4800,1,1,6,1,0,10.65,B,6.95,5626.703404999999,4800,0,156.36
6163,1012016,2,3,43000,1,15850,2,1,4,2,0,18.64,E,23.44,20790.21,12438.39,0,408.03
6164,1012016,5,1,28764,1,12550,2,1,6,1,0,11.71,B,16.23,14136.22,10166.89,0,277.34
6165,1102014,1,1,62000,1,5200,1,1,6,2,0,15.96,C,9.89,6572.187865,5200,0,182.72
6166,1092012,6.05,3,62000,1,29700,2,1,6,2,0,19.91,E,24.29,33137.53,29700,0,785.39
6167,1102014,6,3,35000,1,4800,1,1,4,1,0,7.51,A,15.33,5374.386753,4800,0,149.34
6168,1052012,4,3,69000,1,12000,1,1,7,2,1,15.27,C,17.7,5345.08,1922.17,2428.53,417.58
6169,1092014,3,1,92001,1,5000,1,1,4,1,0,6.03,A,16.27,5477.330992,5000,0,152.18
6170,1032012,1,1,85000,1,11725,2,1,6,2,1,20.89,F,4.7,1970.23,581.01,389.83,316.48
6171,1102014,4,3,105000,2,12000,1,1,1,1,0,6.62,A,18.27,13262.46631,12000,0,368.45
6172,1012013,0.5,1,65000,1,12000,2,1,6,2,0,19.91,E,15.69,14764.4,12000,0,317.33
6173,1012016,0.5,1,37500,1,17500,2,1,9,1,0,11.71,B,19.65,19709.56,14175.17,0,386.72
6174,1102014,2,2,72000,1,15000,1,1,6,1,0,7.9,A,13.4,16895.71906,15000,0,469.36
6175,1102014,10,3,94000,1,30000,1,1,6,1,0,10.65,B,24.52,35174.46461,30000,0,977.2
6176,1012013,10,1,69996,1,30000,2,1,6,2,0,16.77,D,24.4,35781,30000,0,741.88
6177,1012016,7,3,47148,1,12000,2,1,4,1,0,8.9,A,24.64,12665.84,9838.01,0,248.52
6178,1102013,7,1,30000,1,7200,1,1,2,1,1,8.9,A,18.72,5844.57,4580.3,362.49,228.63
6179,1022012,3,3,70000,1,14400,1,1,6,1,1,11.71,B,17.57,3718.42,1360.65,1816.38,476.3
6180,1062012,4,3,75000,1,12000,1,1,6,1,0,11.71,B,17.52,12858.14,12000,0,396.92
6181,1122013,1,1,64000,1,10000,1,1,3,1,0,12.69,B,10.84,11800.88,10000,0,335.45
6182,1072012,6.05,1,20400,1,5000,1,1,6,1,0,12.42,B,8.59,5421.32,5000,0,167.08
6183,1022014,1,1,31400,1,3500,1,1,6,1,0,11.71,B,23.31,4126.24,3500,0,115.77
6184,1102014,5,3,36000,1,2500,1,1,6,1,0,7.9,A,6.43,2815.3415440000003,2500,0,78.23
6185,1102014,5,1,20000,1,5000,1,1,4,1,0,8.9,A,15.48,5729.112502,5000,0,158.77
6186,1122013,2,3,75000,1,19200,2,1,6,2,0,19.42,E,20.59,26106.43,19200,0,502.51
6187,1092014,6,1,200000,2,22600,2,1,3,2,0,18.64,E,7.14,32332.827530000002,22600,0,581.79
6188,1102014,10,3,34000,1,10000,1,1,4,1,0,12.42,B,9.04,12027.385479999999,10000,0,334.16
6189,1072012,10,1,50000,1,9800,1,1,4,1,1,7.51,A,27.26,2741.22,2245.42,0,304.89
6190,1092014,0.5,1,21000,1,5000,1,1,6,2,0,13.49,C,5.94,6103.326837,5000,0,169.66
6191,1062014,6,3,43400,1,12700,1,1,1,2,0,17.27,D,19.85,16294.40692,12700,0,454.5
6192,1022013,10,3,44500,1,6000,1,1,9,1,0,8.9,A,22.09,6576.87,6000,0,190.52
6193,1102014,3,2,66600,1,7200,1,1,1,1,0,10.65,B,11.42,8440.216566,7200,0,234.53
6194,1102014,6.05,3,70000,1,10500,1,1,9,1,0,7.51,A,0.51,11758.00473,10500,0,326.67
6195,1102014,3,2,125000,2,28000,1,1,3,1,0,9.91,B,15.95,32479.37191,28000,0,902.3
6196,1072013,5,3,61500,1,30000,1,1,3,1,1,6.62,A,15.4,19230.57,15908.04,808.96,921.11
6197,1012016,8,1,53700,1,2500,2,1,4,2,0,16.77,D,0.56,3137.65,1972.82,0,61.83
6198,1012014,4,3,72000,1,28000,2,1,6,2,0,18.64,E,14.97,37954.94,28000,0,720.81
6199,1122013,6.05,2,54000,1,25000,1,1,1,1,0,9.91,B,20,28646.13,25000,0,805.63
6200,1012016,5,1,368000,3,24000,2,1,5,2,0,18.25,D,0.09,31226.6,18872.21,0,612.72
6201,1042015,0.5,2,83660,1,35000,2,1,7,1,0,12.42,B,22.43,45975.11903,35000,0,786.01
6202,1082012,5,3,66000,1,6000,1,1,6,1,1,6.62,A,13.76,2093.87,1546.01,255.57,184.23
6203,1042013,6,1,45000,1,14000,1,1,8,1,1,7.9,A,10,7880.4,6583.15,0,438.07
6204,1082013,2,1,18000,1,6000,1,1,6,1,0,6.62,A,17.87,6527.03,6000,0,184.23
6205,1102014,7,3,115000,2,18000,1,1,1,1,0,7.51,A,15.99,20156.8738,18000,0,560
6206,1032014,2,1,79000,1,12000,2,1,6,1,0,12.69,B,14.84,14920.218030000002,12000,0,271.14
6207,1012016,7,3,36000,1,12600,2,1,6,2,0,13.49,C,8.77,14776.42,10128.27,0,289.86
6208,1012016,9,3,127000,2,16800,2,1,7,2,0,20.3,E,13.7,22809.19,13074.85,0,447.91
6209,1042012,10,1,50000,1,16500,2,1,6,2,1,18.25,D,17.64,2523.18,1059.67,0,421.24
6210,1012012,10,2,60000,1,26500,2,1,6,2,1,19.42,E,17.56,7079.67,806.31,5000.88,693.57
6211,1062014,5,1,80000,1,3600,1,1,5,1,0,12.69,B,7.27,4329.711218,3600,0,120.77
6212,1012016,10,3,62845,1,35000,2,1,6,2,0,14.27,C,23.91,41765.54,28035.69,0,819.3
6213,1112014,10,3,128800,2,35000,2,1,6,2,0,17.27,D,8.55,49381.9722,35000,0,874.93
6214,1012016,10,3,43992,1,10000,2,1,4,1,0,11.71,B,10.83,11263.77,8101.08,0,220.99
6215,1102014,6,3,55000,1,2500,1,1,12,2,0,13.49,C,15.99,3050.640562,2500,0,84.83
6216,1092014,0.5,3,112000,2,6000,1,1,1,1,0,9.91,B,24.92,6956.898246,6000,0,193.35
6217,1042013,2,3,61000,1,4000,1,1,1,1,0,7.9,A,15.05,4370.82,4000,0,125.17
6218,1042013,10,3,78000,1,12000,2,1,8,1,0,12.69,B,12.42,14033.64,12000,0,271.14
6219,1042013,3,1,65000,1,5300,1,1,5,1,0,6.62,A,2.99,5709.23,5300,0,162.73
6220,1102014,10,3,50000,1,12000,1,1,6,1,0,7.9,A,16.8,13515.987319999998,12000,0,375.49
6221,1012012,10,3,36000,1,3600,1,1,6,2,0,16.77,D,20.6,3747.35,3600,0,127.94
6222,1012016,2,3,175000,2,28000,2,1,6,2,0,14.65,C,8.43,33708.81,22397.98,0,660.99
6223,1042014,8,3,135000,2,12000,2,1,12,2,1,18.64,E,10.31,9258.08,4632.48,0,308.92
6224,1012016,10,3,99996,1,6000,2,1,6,2,0,17.27,D,2.18,7629.33,4732.05,0,149.99
6225,1122011,10,1,30000,1,9000,1,1,6,2,0,17.58,D,7.56,9260.65,9000,0,323.48
6226,1122014,0.5,1,45000,1,13200,2,1,6,2,1,19.91,E,22.19,13919.13,6475.41,972.82,349.06
6227,1102014,2,1,22356,1,6000,1,1,6,1,0,7.9,A,4.62,6757.857048000001,6000,0,187.75
6228,1022012,1,1,100800,2,25000,1,1,6,2,1,15.27,C,17.83,3472.28,2244.93,0,869.95
6229,1022014,1,3,85000,1,7200,1,1,8,1,0,8.9,A,24.48,8170.05,7200,0,228.63
6230,1102014,1,2,35000,1,7500,1,1,8,1,0,7.9,A,11.79,8447.402429,7500,0,234.68
6231,1102013,10,3,33600,1,7125,1,1,6,1,0,7.51,A,17.14,7873.45,7125,0,221.67
6232,1102014,4,3,52000,1,1800,1,1,6,1,0,7.51,A,15.37,2015.178977,1800,0,56
6233,1062014,3,3,60000,1,24000,2,1,6,2,0,14.65,C,12.52,31497.47882,24000,0,566.56
6234,1102014,10,3,64000,1,2100,1,1,6,1,0,6.03,A,3.32,2300.670968,2100,0,63.92
6235,1042013,0.5,1,60000,1,12000,2,1,6,2,1,19.42,E,4.92,6193.87,2478.79,547.27,314.07
6236,1102014,6,3,50000,1,7800,1,1,7,1,0,6.62,A,4.46,8619.897364,7800,0,239.49
6237,1102014,10,3,90000,1,8000,1,1,1,1,0,9.91,B,14.91,9278.537209,8000,0,257.8
6238,1072015,10,3,73000,1,25000,2,1,6,1,0,12.69,B,23.79,33210.64721,25000,0,564.87
6239,1102014,6,1,80800,1,12000,1,1,1,1,0,8.9,A,20.91,13715.2568,12000,0,381.04
6240,1102014,5,3,96000,1,1500,1,1,4,1,0,6.62,A,4.88,1657.042279,1500,0,46.06
6241,1092012,10,3,60000,1,5600,2,1,2,1,0,8.9,A,16.38,6024.66,5600,0,115.98
6242,1062013,0.5,3,110888,2,10400,1,1,7,1,0,9.91,B,7.03,11705.13,10400,0,335.14
6243,1112012,10,1,81000,1,6225,1,1,6,1,0,7.9,A,24.3,6676.54,6225,0,194.79
6244,1092013,3,3,150000,2,12000,1,1,3,1,0,6.62,A,4.38,13082.83,12000,0,368.45
6245,1012016,4,3,115000,2,28000,2,1,7,1,0,12.69,B,6.66,31657.91,22010.41,0,632.66
6246,1062013,7,3,102000,2,4800,1,1,4,1,1,8.9,A,16.79,3179.17,2499.36,141.97,152.42
6247,1122013,7,1,68666,1,21000,1,1,6,1,0,12.69,B,17.84,24957.15,21000,0,704.45
6248,1062013,6.05,1,20485,1,5575,1,1,1,1,0,7.9,A,10.08,6129.72,5575,0,174.45
6249,1072012,4,1,52500,1,15250,2,1,3,2,1,19.42,E,23.82,4004.27,1118.15,812.22,399.13
6250,1102014,10,1,45000,1,12000,1,1,1,1,0,6.03,A,11.55,13147.72266,12000,0,365.23
6251,1062014,9,2,70000,1,17625,2,1,6,2,0,15.27,C,14.59,22359.2829,17625,0,421.8
6252,1012015,10,2,52500,1,20000,2,1,6,1,1,12.69,B,11.47,17624.1,11515.32,24.36,451.9
6253,1072014,1,3,88000,1,15000,1,1,1,1,0,12.42,B,11.99,18009.81256,15000,0,501.23
6254,1102012,10,2,22800,1,7000,1,1,6,1,0,6.03,A,28.42,7362.35,7000,0,213.05
6255,1082013,10,3,122000,2,15000,1,1,4,2,0,16.77,D,19.78,18457.88,15000,0,533.08
6256,1032013,7,1,72000,1,9200,2,1,1,2,0,16.77,D,6.27,11176.66,9200,0,227.51
6257,1102013,0.5,1,48000,1,12000,1,1,4,2,0,13.49,C,1.63,13654.67,12000,0,407.17
6258,1102014,10,1,53000,1,6000,1,1,10,1,0,7.9,A,16.42,6757.514239,6000,0,187.75
6259,1032012,0.5,1,30000,1,7200,1,1,6,1,1,9.91,B,17.72,1378.27,875.39,220.52,232.02
6260,1102014,8,1,38500,1,12800,1,1,6,1,0,8.9,A,12.59,14629.45676,12800,0,406.45
6261,1122014,10,3,39000,1,23000,2,1,3,1,1,12.42,B,7.88,20128.55,12059.77,1542.86,516.52
6262,1102014,10,3,150000,2,8000,1,1,1,1,0,8.9,A,8.09,9143.246964,8000,0,254.03
6263,1122014,10,1,122400,2,35000,2,1,6,2,1,22.74,G,17.46,39129.06,16821.53,2663.28,981.45
6264,1122015,4,1,26436,1,4450,2,1,6,2,0,19.42,E,12.48,5823.38,3394.07,0,116.47
6265,1022014,10,3,50000,1,5400,1,1,4,1,0,8.9,A,22.39,6126.87,5400,0,171.47
6266,1112013,0.5,1,50000,1,12000,1,1,6,1,0,11.71,B,16.68,14039.85,12000,0,396.92
6267,1102014,6,3,80000,1,3000,1,1,8,1,0,6.03,A,1.24,3286.699868,3000,0,91.31
6268,1082014,2,1,55200,1,4800,1,1,4,1,0,7.9,A,10.17,5403.455244,4800,0,150.2
6269,1022014,1,1,50000,1,6500,1,1,6,2,0,15.96,C,6.29,8112.801278,6500,0,228.4
6270,1052014,10,3,100000,1,10000,1,1,6,1,0,6.62,A,9.41,11026.441840000001,10000,0,307.04
6271,1062013,7,3,76000,1,3600,1,1,6,1,0,10.65,B,10.77,4085.85,3600,0,117.27
6272,1122014,5,1,40000,1,2000,1,1,6,1,0,11.71,B,13.11,2380.207023,2000,0,66.16
6273,1012016,8,3,28800,1,1400,1,1,6,1,1,8.9,A,22.25,62.86,0,62.86,44.46
6274,1062012,1,1,70000,1,4200,1,1,6,2,1,17.58,D,3.67,1321.09,749.18,119.89,150.96
6275,1022013,6,3,135000,2,30000,2,1,6,2,0,20.3,E,16.36,37383.75,30000,0,799.84
6276,1012014,3,1,64000,1,23000,2,1,6,1,0,12.42,B,20.74,28320.91,23000,0,516.52
6277,1022013,1,2,33600,1,5000,1,1,1,2,0,18.25,D,4.36,6006.96,5000,0,181.39
6278,1092014,10,3,60000,1,23275,1,1,6,1,0,12.42,B,19.84,27986.39043,23275,0,777.75
6279,1012016,10,3,51600,1,30000,2,1,6,2,1,19.03,E,19.09,1719.57,0,1719.57,778.72
6280,1102014,10,2,47000,1,4000,1,1,5,1,0,6.62,A,27.93,4419.202897,4000,0,122.82
6281,1092014,7,3,52000,1,8400,1,1,6,1,0,8.9,A,8.98,9597.730131999999,8400,0,266.73
