id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
968567,2011,01/10/2011,1022012,1.0,RENT,1,Low,16000,1,6250, 60 months,2,INDIVIDUAL,1,small_business,3,Low,1,Bad Loan,1,12.42,B,2,17.4,893.73,306.72,333.57,140.36,cannught
978652,2011,01/10/2011,1102014,4.0,MORTGAGE,3,Low,50000,1,21850, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,14.93,26280.40256,21850.0,0.0,730.13,munster
971428,2011,01/10/2011,1102014,10.0,RENT,1,Low,30000,1,11400, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,7.51,A,1,1.72,12764.61217,11400.0,0.0,354.67,Northern-Irl
979778,2011,01/10/2011,1022014,6.05,OWN,2,Low,22800,1,7000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Bad Loan,1,7.51,A,1,22.05,5834.03,4760.04,300.79,217.78,leinster
979575,2011,01/10/2011,1122014,6.0,MORTGAGE,3,High,225000,3,35000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,10.65,B,2,8.96,35865.92,29516.29,20.79,1140.07,Northern-Irl
979183,2011,01/10/2011,1102014,10.0,MORTGAGE,3,Low,96000,1,7000, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,6.03,A,1,11.69,7669.571937000001,7000.0,0.0,213.05,leinster
979157,2011,01/10/2011,1022014,2.0,RENT,1,Low,18000,1,1600, 60 months,2,INDIVIDUAL,1,other,4,High,2,Good Loan,0,20.3,E,5,0.0,2239.14,1600.0,0.0,42.66,cannught
895197,2011,01/10/2011,1102014,0.5,RENT,1,Low,35000,1,5000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,23.9,5952.594722,5000.0,0.0,165.38,ulster
979334,2011,01/10/2011,1112014,4.0,RENT,1,Low,60000,1,9800, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,23.34,11971.78385,9800.0,0.0,332.52,Northern-Irl
978077,2011,01/10/2011,1122012,5.0,MORTGAGE,3,Low,65000,1,8000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,16.77,D,4,3.01,4281.69,2643.08,307.65,284.31,cannught
979132,2011,01/10/2011,1102014,6.0,RENT,1,Low,34000,1,6000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.69,B,2,17.29,7244.457498999999,6000.0,0.0,201.27,munster
979090,2011,01/10/2011,1102015,9.0,MORTGAGE,3,Low,55000,1,15000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,14.27,C,3,8.09,16108.05,10410.96,0.0,351.13,ulster
979316,2011,01/10/2011,1102014,6.0,MORTGAGE,3,Low,45600,1,10000, 36 months,1,INDIVIDUAL,1,small_business,3,High,2,Good Loan,0,13.49,C,3,10.82,12213.506229999999,10000.0,0.0,339.31,Northern-Irl
716239,2011,01/10/2011,1112014,0.5,RENT,1,Low,37200,1,7000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,3.55,8434.201669,7000.0,0.0,233.91,cannught
979294,2011,01/10/2011,1102012,7.0,MORTGAGE,3,Medium,180000,2,16000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,6.35,16828.28,16000.0,0.0,486.97,leinster
979271,2011,01/10/2011,1112014,10.0,MORTGAGE,3,Medium,120000,2,11000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,6.03,A,1,8.7,12052.144390000001,11000.0,0.0,334.8,ulster
979102,2011,01/10/2011,1012014,1.0,RENT,1,Low,40000,1,4200, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,19.62,5260.69,4200.0,0.0,98.32,ulster
974992,2011,01/10/2011,1092012,1.0,MORTGAGE,3,Low,38880,1,9500, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,7.51,A,1,2.78,10035.06,9500.0,0.0,295.56,cannught
977674,2011,01/10/2011,1052013,7.0,MORTGAGE,3,Low,55000,1,8000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,6.62,A,1,17.02,8625.83,8000.0,0.0,245.63,cannught
798334,2011,01/10/2011,1022014,9.0,MORTGAGE,3,Low,59500,1,12000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,6.62,A,1,13.21,13089.58789,12000.0,0.0,368.45,munster
978861,2011,01/10/2011,1112013,2.0,RENT,1,Low,85000,1,15000, 36 months,1,INDIVIDUAL,1,small_business,3,Low,1,Good Loan,0,7.9,A,1,11.0,16698.18,15000.0,0.0,469.36,Northern-Irl
979032,2011,01/10/2011,1052013,0.5,RENT,1,Low,47000,1,5000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,17.59,5533.75,5000.0,0.0,158.77,leinster
951409,2011,01/10/2011,1052013,4.0,RENT,1,Low,50000,1,10225, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,14.65,C,3,20.54,12085.48,10225.0,0.0,352.71,munster
979177,2011,01/10/2011,1012016,10.0,RENT,1,Low,46500,1,15000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,19.91,E,5,18.35,19823.48,11368.33,0.0,396.66,Northern-Irl
882698,2011,01/10/2011,1102014,10.0,MORTGAGE,3,Low,72000,1,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,11.5,18318.982780000002,15000.0,0.0,508.96,cannught
977981,2011,01/10/2011,1022015,2.0,MORTGAGE,3,High,400000,3,17625, 60 months,2,INDIVIDUAL,1,other,4,High,2,Bad Loan,1,23.91,G,7,16.08,20896.16,8674.89,1679.28,506.12,munster
978992,2011,01/10/2011,1022012,6.0,RENT,1,Low,78000,1,27500, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,17.23,28640.61,27500.0,0.0,621.36,ulster
971578,2011,01/10/2011,1062015,6.05,MORTGAGE,3,Low,55200,1,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,22.06,F,6,16.76,32013.07878,20000.0,0.0,553.07,Northern-Irl
978948,2011,01/10/2011,1052012,3.0,RENT,1,Low,36000,1,5000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,7.51,A,1,0.97,5202.43,5000.0,0.0,155.56,ulster
977775,2011,01/10/2011,1102014,10.0,MORTGAGE,3,Low,86000,1,8500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,9.81,9313.038559999999,8500.0,0.0,258.71,Northern-Irl
978944,2011,01/10/2011,1092012,10.0,MORTGAGE,3,Low,58044,1,8875, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,7.9,A,1,19.43,3419.44,2491.39,366.72,277.71,ulster
978941,2011,01/10/2011,1062012,3.0,RENT,1,Low,40000,1,3500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,5.4,3648.31,3500.0,0.0,109.52,leinster
895682,2011,01/10/2011,1122015,5.0,OWN,2,Low,65000,1,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,20.3,E,5,20.34,26631.26,15118.75,0.0,533.23,munster
978745,2011,01/10/2011,1012016,1.0,MORTGAGE,3,Low,50004,1,4200, 60 months,2,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,8.9,A,1,14.59,4343.9,3361.18,0.0,86.99,leinster
978920,2011,01/10/2011,1112014,10.0,MORTGAGE,3,Low,98000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.62,A,1,6.21,11052.20638,10000.0,0.0,307.04,ulster
978904,2011,01/10/2011,1082012,4.0,RENT,1,Low,85000,1,16000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,6.03,A,1,5.15,16569.89,16000.0,0.0,486.97,Northern-Irl
978335,2011,01/10/2011,1102012,3.0,MORTGAGE,3,Low,84554,1,3600, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,6.03,A,1,15.24,3768.34,3600.0,0.0,109.57,munster
978429,2011,01/10/2011,1052014,0.5,OWN,2,Low,60000,1,9000, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,9.91,B,2,8.88,10404.67931,9000.0,0.0,290.03,cannught
978836,2011,01/10/2011,1012016,2.0,RENT,1,Low,30696,1,15250, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,20.89,F,6,18.8,20551.49,11462.31,0.0,411.63,leinster
978860,2011,01/10/2011,1072015,7.0,MORTGAGE,3,Low,30000,1,13225, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,26.88,15856.943130000001,13225.0,0.0,267.53,leinster
978722,2011,01/10/2011,1112013,0.5,RENT,1,Low,41000,1,5000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Bad Loan,1,8.9,A,1,8.78,4075.82,3180.26,269.42,158.77,ulster
978874,2011,01/10/2011,1102014,10.0,RENT,1,Low,35000,1,7200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,13.41,8693.426835,7200.0,0.0,241.53,leinster
978877,2011,01/10/2011,1032013,5.0,OWN,2,Low,66000,1,20000, 60 months,2,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.42,B,2,11.29,23159.4,20000.0,0.0,449.15,ulster
891312,2011,01/10/2011,1102014,8.0,MORTGAGE,3,Low,31850,1,14125, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,16.65,16561.56538,14125.0,0.0,460.1,cannught
978851,2011,01/10/2011,1102013,10.0,MORTGAGE,3,Low,74000,1,17000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,8.53,20480.97,17000.0,0.0,583.26,ulster
960837,2011,01/10/2011,1112014,10.0,MORTGAGE,3,Low,68000,1,10000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,16.29,D,4,7.61,12706.934079999999,10000.0,0.0,353.01,cannught
978828,2011,01/10/2011,1072014,10.0,RENT,1,Low,50000,1,11400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.58,D,4,7.75,14713.00113,11400.0,0.0,409.74,ulster
978812,2011,01/10/2011,1112014,5.0,RENT,1,Low,21600,1,7000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,6.62,A,1,24.22,7751.242214,7000.0,0.0,214.93,munster
978679,2011,01/10/2011,1072012,5.0,MORTGAGE,3,Medium,175000,2,25000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,9.44,27212.45,25000.0,0.0,561.44,ulster
978660,2011,01/10/2011,1092012,3.0,RENT,1,Low,42000,1,4000, 60 months,2,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,11.71,B,2,13.17,4147.12,4000.0,0.0,88.4,Northern-Irl
978645,2011,01/10/2011,1062013,10.0,RENT,1,Low,20400,1,6000, 36 months,1,INDIVIDUAL,1,vacation,11,Low,1,Good Loan,0,6.03,A,1,0.88,6452.98,6000.0,0.0,182.62,Northern-Irl
978379,2011,01/10/2011,1112014,10.0,MORTGAGE,3,Low,90000,1,4000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,6.62,A,1,24.33,4420.788578,4000.0,0.0,122.82,Northern-Irl
978774,2011,01/10/2011,1042013,4.0,RENT,1,Low,25591,1,5000, 36 months,1,INDIVIDUAL,1,small_business,3,Low,1,Good Loan,0,10.65,B,2,24.52,5604.37,5000.0,0.0,162.87,leinster
978627,2011,01/10/2011,1082012,0.5,MORTGAGE,3,Low,70000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,17.11,13044.42,12000.0,0.0,396.92,leinster
978770,2011,01/10/2011,1042014,5.0,RENT,1,Low,81000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.29,D,4,1.96,15076.577669999999,12000.0,0.0,423.61,leinster
884477,2011,01/10/2011,1112014,9.0,MORTGAGE,3,Low,100000,1,12000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,8.9,A,1,15.56,13716.15907,12000.0,0.0,381.04,leinster
978771,2011,01/10/2011,1092015,0.5,MORTGAGE,3,Low,43200,1,12000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.27,C,3,16.44,16938.03444,12000.0,0.0,287.19,Northern-Irl
879200,2011,01/10/2011,1012016,10.0,MORTGAGE,3,Low,55000,1,15250, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,27.03,17213.94,11987.62,0.0,344.57,cannught
978763,2011,01/10/2011,1062013,8.0,RENT,1,Low,35000,1,6000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.9,A,1,17.31,6596.99,6000.0,0.0,187.75,ulster
978177,2011,01/10/2011,1022013,8.0,MORTGAGE,3,Low,86400,1,16200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,9.33,18802.91,16200.0,0.0,558.81,ulster
978766,2011,01/10/2011,1052012,3.0,MORTGAGE,3,Low,81000,1,10000, 36 months,1,INDIVIDUAL,1,medical,9,High,2,Good Loan,0,14.27,C,3,2.49,10774.76,10000.0,0.0,343.09,leinster
870064,2011,01/10/2011,1022013,10.0,RENT,1,Medium,112000,2,6400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.62,A,1,2.12,6871.13,6400.0,0.0,196.51,Northern-Irl
978610,2011,01/10/2011,1122013,8.0,RENT,1,Low,30000,1,11000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,13.2,12604.26,11000.0,0.0,354.48,ulster
978602,2011,01/10/2011,1122013,10.0,RENT,1,Low,65000,1,17000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,11.71,B,2,16.3,12368.91,6169.26,2609.81,375.67,leinster
978606,2011,01/10/2011,1042014,10.0,RENT,1,Low,60000,1,5500, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,18.64,E,5,16.6,7616.583895000001,5500.0,0.0,141.59,Northern-Irl
978592,2011,01/10/2011,1012016,2.0,MORTGAGE,3,Low,47500,1,12800, 60 months,2,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,12.69,B,2,11.97,14448.4,10061.98,0.0,289.22,cannught
978217,2011,01/10/2011,1102013,5.0,MORTGAGE,3,Low,42500,1,4800, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,7.51,A,1,20.75,5304.73,4800.0,0.0,149.34,Northern-Irl
977042,2011,01/10/2011,1022012,8.0,MORTGAGE,3,Medium,140000,2,22000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.9,A,1,14.68,22558.19,22000.0,0.0,688.39,Northern-Irl
978431,2011,01/10/2011,1092015,10.0,MORTGAGE,3,Low,66000,1,25000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,21.67,F,6,12.75,32215.4,17103.65,0.0,685.8,cannught
978584,2011,01/10/2011,1112011,3.0,MORTGAGE,3,Low,40000,1,2000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,7.9,A,1,9.78,2013.37,2000.0,0.0,62.59,leinster
978582,2011,01/10/2011,1122013,2.0,RENT,1,Low,42000,1,2500, 36 months,1,INDIVIDUAL,1,other,4,High,2,Bad Loan,1,16.77,D,4,3.8,2430.53,1668.76,130.83,88.85,Northern-Irl
978511,2011,01/10/2011,1102013,10.0,MORTGAGE,3,Low,80000,1,3000, 36 months,1,INDIVIDUAL,1,medical,9,High,2,Bad Loan,1,14.27,C,3,20.01,2357.5,1759.72,0.0,102.93,Northern-Irl
978498,2011,01/10/2011,1102012,1.0,RENT,1,Low,36000,1,5200, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Bad Loan,1,17.27,D,4,19.4,1816.37,712.03,266.93,129.99,cannught
978485,2011,01/10/2011,1032014,10.0,MORTGAGE,3,Low,54150,1,22250, 60 months,2,INDIVIDUAL,1,house,12,High,2,Good Loan,0,18.25,D,4,18.19,30405.373030000002,22250.0,0.0,568.04,leinster
978446,2011,01/10/2011,1052014,4.0,RENT,1,Low,45000,1,12000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,19.91,E,5,23.31,16886.75705,12000.0,0.0,317.33,Northern-Irl
978463,2011,01/10/2011,1112014,1.0,RENT,1,Low,63900,1,8000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,5.2,8765.207040000001,8000.0,0.0,243.49,Northern-Irl
978326,2011,01/10/2011,1122014,7.0,RENT,1,Low,36000,1,6500, 60 months,2,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,11.71,B,2,1.75,8291.548078,6500.0,0.0,143.64,Northern-Irl
978315,2011,01/10/2011,1072013,10.0,MORTGAGE,3,Low,78000,1,8000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,7.9,A,1,5.29,8820.67,8000.0,0.0,250.33,Northern-Irl
882969,2011,01/10/2011,1012016,2.0,RENT,1,Low,70900,1,17600, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,23.27,21746.88,13556.94,0.0,435.24,Northern-Irl
978434,2011,01/10/2011,1122013,5.0,OWN,2,Low,82000,1,21000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,10.21,25612.24,21000.0,0.0,724.38,Northern-Irl
978436,2011,01/10/2011,1122012,4.0,MORTGAGE,3,Medium,125000,2,24000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,21.48,27191.69,24000.0,0.0,814.34,ulster
978420,2011,01/10/2011,1012016,10.0,MORTGAGE,3,Low,90000,1,12000, 60 months,2,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.42,B,2,14.41,13470.58,9450.13,0.0,269.49,leinster
978426,2011,01/10/2011,1102014,6.05,MORTGAGE,3,Low,61200,1,8000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,6.62,A,1,15.73,8841.451611,8000.0,0.0,245.63,leinster
978280,2011,01/10/2011,1122012,10.0,MORTGAGE,3,Low,91000,1,2400, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,9.91,B,2,10.95,2632.21,2400.0,0.0,77.34,cannught
978254,2011,01/10/2011,1082014,4.0,RENT,1,Low,63000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.62,A,1,23.49,13256.93338,12000.0,0.0,368.45,leinster
977727,2011,01/10/2011,1112012,9.0,MORTGAGE,3,Low,59000,1,3600, 36 months,1,INDIVIDUAL,1,medical,9,Low,1,Good Loan,0,7.51,A,1,21.82,3847.96,3600.0,0.0,112.0,cannught
976508,2011,01/10/2011,1022012,10.0,MORTGAGE,3,Medium,101400,2,5600, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,6.62,A,1,14.58,5718.9,5600.0,0.0,171.95,Northern-Irl
978391,2011,01/10/2011,1112015,0.5,RENT,1,Low,85200,1,8000, 60 months,2,INDIVIDUAL,1,other,4,High,2,Good Loan,0,18.25,D,4,18.13,12076.51,8000.0,0.0,204.24,leinster
978406,2011,01/10/2011,1012016,10.0,MORTGAGE,3,Medium,117500,2,35000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,11.23,40944.28,27306.59,0.0,819.3,leinster
974653,2011,01/10/2011,1032015,10.0,RENT,1,Low,39000,1,16000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.96,C,3,16.62,22433.85824,16000.0,0.0,388.75,Northern-Irl
978090,2011,01/10/2011,1122012,7.0,MORTGAGE,3,Medium,120000,2,6000, 36 months,1,INDIVIDUAL,1,small_business,3,High,2,Good Loan,0,17.27,D,4,13.01,7029.76,6000.0,0.0,214.73,ulster
975041,2011,01/10/2011,1082015,10.0,RENT,1,Low,68500,1,30000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,20.39,41399.85401,30000.0,0.0,702.26,Northern-Irl
977507,2011,01/10/2011,1062014,0.5,MORTGAGE,3,Low,35000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,19.99,14322.71659,12000.0,0.0,400.99,cannught
978372,2011,01/10/2011,1102014,6.0,RENT,1,Low,48000,1,6025, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,16.48,7063.844429000001,6025.0,0.0,196.26,cannught
973448,2011,01/10/2011,1062014,10.0,MORTGAGE,3,Low,52000,1,12000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,4.36,15643.902380000001,12000.0,0.0,280.91,Northern-Irl
978147,2011,01/10/2011,1012015,5.0,MORTGAGE,3,Medium,125000,2,30000, 60 months,2,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,10.67,38418.37723,30000.0,0.0,662.95,munster
978142,2011,01/10/2011,1022012,10.0,RENT,1,Low,50000,1,8000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,0.77,8377.47,8000.0,0.0,275.96,leinster
977614,2011,01/10/2011,1082015,4.0,RENT,1,High,207000,3,12000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,19.42,E,5,16.5,18387.2016,12000.0,0.0,314.07,Northern-Irl
717671,2011,01/10/2011,1102014,6.0,MORTGAGE,3,Medium,158000,2,21000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,12.16,25259.24472,21000.0,0.0,701.73,cannught
976290,2011,01/10/2011,1012016,5.0,RENT,1,Low,45000,1,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,18.64,E,5,22.35,25714.72,15251.56,0.0,514.86,leinster
977914,2011,01/10/2011,1122011,10.0,MORTGAGE,3,Low,82000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.51,A,1,15.16,10123.71,10000.0,0.0,311.11,ulster
977900,2011,01/10/2011,1032013,2.0,RENT,1,Low,54000,1,6000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,24.82,6534.01,6000.0,0.0,187.75,Northern-Irl
977893,2011,01/10/2011,1062012,10.0,RENT,1,Low,88000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,9.67,10616.54,10000.0,0.0,335.45,ulster
977857,2011,01/10/2011,1102014,10.0,RENT,1,Medium,130000,2,16000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,12.16,17530.47612,16000.0,0.0,486.97,munster
977859,2011,01/10/2011,1052013,4.0,MORTGAGE,3,Medium,130000,2,28000, 60 months,2,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,12.42,B,2,6.66,32867.51,28000.0,0.0,628.81,Northern-Irl
978016,2011,01/10/2011,1092012,9.0,RENT,1,Low,60000,1,10000, 60 months,2,INDIVIDUAL,1,moving,10,High,2,Bad Loan,1,19.03,E,5,23.12,2852.63,1202.22,0.0,259.58,leinster
886066,2011,01/10/2011,1072015,6.0,RENT,1,Medium,125000,2,10650, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,19.42,E,5,18.12,16279.0785,10650.0,0.0,278.74,Northern-Irl
976084,2011,01/10/2011,1102014,0.5,MORTGAGE,3,Medium,120000,2,7100, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,13.57,8115.1333,7100.0,0.0,225.45,Northern-Irl
977988,2011,01/10/2011,1042015,10.0,MORTGAGE,3,Medium,110000,2,21000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,19.91,E,5,11.28,31939.07995,21000.0,0.0,555.33,ulster
977812,2011,01/10/2011,1112012,6.0,OWN,2,Low,65000,1,18000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,17.58,D,4,22.73,5910.6,2680.07,11.69,452.98,ulster
976913,2011,01/10/2011,1102013,8.0,MORTGAGE,3,Medium,128000,2,35000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,7.54,39384.62,35000.0,0.0,1111.37,cannught
976240,2011,01/10/2011,1112013,5.0,RENT,1,Low,100000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.51,A,1,10.2,11073.9,10000.0,0.0,311.11,ulster
977753,2011,01/10/2011,1022012,8.0,RENT,1,Low,54000,1,15000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,23.0,15662.44,15000.0,0.0,345.08,Northern-Irl
977732,2011,01/10/2011,1042015,3.0,MORTGAGE,3,Low,60000,1,18000, 60 months,2,INDIVIDUAL,1,small_business,3,High,2,Good Loan,0,13.49,C,3,29.3,24147.920159999998,18000.0,0.0,414.09,munster
977741,2011,01/10/2011,1082012,10.0,MORTGAGE,3,Medium,130900,2,4800, 36 months,1,INDIVIDUAL,1,medical,9,Low,1,Good Loan,0,11.71,B,2,8.73,5216.35,4800.0,0.0,158.77,cannught
977773,2011,01/10/2011,1082014,3.0,OWN,2,Low,16000,1,3000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,2.48,3359.680796,3000.0,0.0,93.88,Northern-Irl
977560,2011,01/10/2011,1022013,3.0,OWN,2,Low,48000,1,24000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,16.48,26576.89,24000.0,0.0,773.4,leinster
977707,2011,01/10/2011,1022013,10.0,MORTGAGE,3,Low,60000,1,3000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,0.5,3378.52,3000.0,0.0,97.72,leinster
977708,2011,01/10/2011,1022014,8.0,MORTGAGE,3,Low,50000,1,22000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,27.96,27200.41,22000.0,0.0,497.09,ulster
